theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
71.372;5.1;-10.92976923;-179.9434932
72.334;5.1;-10.83764047;-168.0067556
73.295;5.1;-10.89288239;-163.9573026
74.306;5.1;-10.88488907;-158.3641067
75.349;5.1;-11.18594071;-152.7648305
76.382;5.1;-11.76322232;-142.6060498
77.327;5.1;-11.96913071;-138.1377724
78.31;5.1;-11.9250719;-128.0473681
79.354;5.1;-11.97303268;-117.0909826
80.359;5.1;-12.04707791;-110.1924282
81.315;5.1;-12.29525646;-101.9134268
82.353;5.1;-13.11056816;-97.21322254
83.358;5.1;-13.41420625;-89.49523568
84.364;5.1;-13.79005763;-83.78239424
85.385;5.1;-14.15884112;-75.74484703
86.264;5.1;-13.98849544;-71.19819048
87.358;5.1;-14.05320886;-62.20372927
88.313;5.1;-14.43139856;-55.10065975
89.324;5.1;-14.34417256;-46.04538474
90.379;5.1;-14.63463412;-36.63232708
91.373;5.1;-14.71497019;-30.61017661
92.312;5.1;-14.85960219;-25.99007
93.373;5.1;-15.03874533;-16.42627673
94.372;5.1;-15.22943293;-14.07711749
95.328;5.1;-15.33924363;-7.002218339
96.328;5.1;-15.75040951;-3.229515556
97.295;5.1;-15.50184293;4.346894571
98.355;5.1;-15.43060618;11.44348671
99.36;5.1;-15.35769398;16.87473322
100.36;5.1;-15.73100625;27.15458682
101.305;5.1;-15.50809799;30.69748542
102.332;5.1;-15.52880317;34.44307134
103.387;5.1;-15.64938405;40.05576629
104.315;5.1;-16.01168291;46.59096701
105.353;5.1;-16.54831869;53.30866835
106.27;5.1;-16.56162546;56.71663067
107.358;5.1;-16.98975144;60.26820246
108.297;5.1;-17.21586959;61.05479108
109.325;5.1;-17.90576781;63.82035655
110.308;5.1;-18.36656718;62.31066188
111.357;5.1;-18.88561237;60.05947498
112.357;5.1;-18.748084;59.59866656
113.296;5.1;-18.89243803;59.2128291
114.329;5.1;-19.04194206;64.43924092
115.29;5.1;-19.33187892;66.01483057
116.317;5.1;-19.18412177;69.19290219
117.284;5.1;-19.02831228;71.3871424
118.35;5.1;-18.96375498;76.4262794
119.284;5.1;-19.4710692;82.5438548
120.382;5.1;-20.42879647;93.96831231
121.382;5.1;-21.08864526;102.2156564
122.343;5.1;-21.07192461;113.9250446
123.354;5.1;-20.73792181;118.4563782
124.37;5.1;-20.02350267;120.9332219
125.359;5.1;-19.79694651;119.7530834
126.37;5.1;-20.14939214;115.3479911
127.331;5.1;-20.642844;111.854326
128.358;5.1;-21.66641814;112.8576272
129.325;5.1;-23.16881455;114.3944067
130.309;5.1;-24.88277482;115.8495516
131.308;5.1;-25.89647254;124.0932677
132.336;5.1;-25.71400097;138.9336739
133.313;5.1;-24.93761303;139.7606828
134.379;5.1;-23.95843543;139.9898055
135.28;5.1;-23.7692302;134.3967322
136.335;5.1;-22.78357128;124.5129292
137.301;5.1;-22.90224844;117.5778784
138.329;5.1;-23.23312517;110.5125819
139.29;5.1;-23.93846342;105.8224256
140.295;5.1;-24.4983277;104.9010024
141.361;5.1;-25.31933194;110.2192038
142.3;5.1;-25.47338548;111.9806488
143.322;5.1;-25.07091805;114.6418099
144.311;5.1;-23.69129635;117.674494
145.343;5.1;-22.82218761;118.7301063
146.321;5.1;-22.64426368;115.0083259
147.315;5.1;-22.79742362;109.9497098
148.266;5.1;-23.29502339;102.130928
149.304;5.1;-24.14453472;96.88612114
150.315;5.1;-24.06981223;92.53597495
151.353;5.1;-23.37070064;92.88611028
152.369;5.1;-23.35740138;94.62769041
153.358;5.1;-23.29213191;94.37748069
154.292;5.1;-23.45200963;95.1330974
155.385;5.1;-24.07142667;97.22335521
156.352;5.1;-24.81754537;95.33434396
157.285;5.1;-25.19272902;96.83304058
158.307;5.1;-25.39048805;102.599085
159.389;5.1;-25.7017187;104.3001725
160.323;5.1;-26.05960195;99.83729615
161.345;5.1;-26.60022658;89.66940967
162.317;5.1;-27.92309623;75.5298002
163.295;5.1;-29.31061667;59.24888908
164.273;5.1;-31.02428806;45.78804584
165.306;5.1;-32.43756866;32.27500756
166.256;5.1;-33.70425535;11.37459818
167.272;5.1;-32.69752796;-9.614594632
168.371;5.1;-31.30059436;-19.01812432
169.321;5.1;-31.62219432;-31.03829631
170.31;5.1;-32.64630145;-55.86345143
171.364;5.1;-36.68309874;-109.4511411
172.37;5.1;-36.48948197;-157.3649453
173.342;5.1;-36.15930302;176.245672
174.314;5.1;-37.5213649;147.0647635
175.298;5.1;-44.13722273;127.9781059
176.38;5.1;-45.59110135;-74.47794318
177.347;5.1;-37.70844956;-62.87810782
178.44;5.1;-36.50722937;-70.96395436
178.962;5.1;-37.55789011;-68.91890857
-179.001;10.04;-42.95732761;28.55762784
-178.407;10.04;-37.94501163;48.97929946
-177.386;10.04;-35.15370293;68.41005262
-176.325;10.04;-35.68391971;83.26813708
-175.348;10.04;-35.51774382;110.9571608
-174.353;10.04;-33.87460374;134.0419871
-173.288;10.04;-33.40809225;153.7598462
-172.332;10.04;-32.61671385;164.7669104
-171.382;10.04;-31.63225069;176.3893517
-170.371;10.04;-30.8287759;-178.6770874
-169.333;10.04;-30.20073399;-166.0166706
-168.355;10.04;-29.73723141;-156.6025446
-167.317;10.04;-29.68322487;-150.8454681
-166.284;10.04;-29.34659506;-150.2593291
-165.284;10.04;-29.38114714;-149.2304349
-164.35;10.04;-29.2233534;-145.286019
-163.318;10.04;-27.81562466;-148.7368429
-162.345;10.04;-27.73468223;-154.8508127
-161.373;10.04;-27.83198547;-153.3835514
-160.335;10.04;-27.76398842;-150.9907149
-159.363;10.04;-26.4600345;-145.4715572
-158.258;10.04;-25.02208781;-138.1416248
-157.352;10.04;-23.6714483;-129.9875588
-156.369;10.04;-22.59140083;-122.9049487
-155.364;10.04;-21.72981299;-116.1604062
-154.298;10.04;-21.67102535;-115.0712556
-153.337;10.04;-21.96895619;-110.7543459
-152.375;10.04;-22.05740121;-104.3751842
-151.365;10.04;-21.89876759;-102.3367758
-150.321;10.04;-21.83686366;-96.14850505
-149.354;10.04;-21.72713951;-92.73850598
-148.288;10.04;-21.98078726;-91.90729447
-147.311;10.04;-22.68349901;-90.21362335
-146.294;10.04;-23.48652751;-86.16679748
-145.251;10.04;-22.88401234;-81.10977707
-144.328;10.04;-22.5972012;-79.11976334
-143.339;10.04;-22.3327242;-76.34447449
-142.378;10.04;-22.22822733;-71.66149885
-141.339;10.04;-22.75463321;-69.51571449
-140.312;10.04;-23.71778878;-67.46033577
-139.324;10.04;-24.77302745;-70.21188874
-138.302;10.04;-24.9314363;-76.6055138
-137.373;10.04;-24.53431595;-84.1094256
-136.291;10.04;-23.57890852;-89.66978234
-135.385;10.04;-22.45521679;-94.23143775
-134.308;10.04;-22.17347584;-95.3658171
-133.352;10.04;-22.26045391;-93.22822789
-132.292;10.04;-23.01570687;-95.48607963
-131.369;10.04;-23.6026814;-90.41389603
-130.309;10.04;-23.18811856;-80.86610744
-129.293;10.04;-22.64834877;-79.52701482
-128.365;10.04;-22.05800043;-75.90226098
-127.31;10.04;-21.5958447;-71.26685031
-126.365;10.04;-21.49524645;-68.71020512
-125.371;10.04;-21.86888429;-69.21365437
-124.382;10.04;-22.14263282;-65.00129365
-123.371;10.04;-22.50766029;-78.87347002
-122.317;10.04;-21.81961788;-93.55027189
-121.35;10.04;-20.57884721;-95.92319143
-120.29;10.04;-19.07921767;-97.77988611
-119.317;10.04;-18.37634764;-103.6293042
-118.345;10.04;-18.90529003;-102.2676648
-117.307;10.04;-20.10726811;-103.6843446
-116.34;10.04;-21.54980585;-109.0479824
-115.302;10.04;-21.9562319;-114.8368869
-114.374;10.04;-21.57760998;-120.6228851
-113.341;10.04;-21.02912187;-125.6600867
-112.325;10.04;-20.26965965;-126.085052
-111.286;10.04;-20.63597096;-118.2741271
-110.331;10.04;-20.85132049;-113.4966951
-109.358;10.04;-21.75180412;-114.6901028
-108.386;10.04;-22.38230497;-116.4388911
-107.359;10.04;-21.28084724;-130.0585121
-106.337;10.04;-20.39226978;-140.3847235
-105.337;10.04;-18.69897884;-145.521744
-104.277;10.04;-18.38597136;-146.4869459
-103.376;10.04;-18.12507999;-150.914548
-102.294;10.04;-19.67806824;-158.9635955
-101.305;10.04;-20.20453322;-169.7853041
-100.339;10.04;-20.36242753;175.0573148
-99.394;10.04;-19.91247211;172.9280927
-98.301;10.04;-18.83244036;164.9113488
-97.367;10.04;-19.0129462;167.5113397
-96.274;10.04;-19.3583081;169.4529215
-95.378;10.04;-20.62910583;166.9348283
-94.313;10.04;-20.76679017;153.4048822
-93.34;10.04;-20.59163657;143.0710019
-92.302;10.04;-18.65417739;140.0143277
-91.269;10.04;-18.04712856;133.154429
-90.275;10.04;-18.19629778;134.8349707
-89.264;10.04;-19.06849862;129.4371256
-88.33;10.04;-19.76816506;125.3661401
-87.358;10.04;-20.4911583;107.4223987
-86.364;10.04;-19.71466506;98.74783933
-85.381;10.04;-18.17555077;92.38046499
-84.216;10.04;-17.30834267;89.71515912
-83.2;10.04;-16.99857453;84.22837784
-82.321;10.04;-17.18600129;86.22134194
-81.266;10.04;-18.74229265;68.94417692
-80.31;10.04;-19.45004465;56.24497993
-79.377;10.04;-18.4488321;45.56327916
-78.294;10.04;-17.83608741;27.5202828
-77.306;10.04;-17.53516148;27.98589499
-76.306;10.04;-18.21397685;21.14546534
-75.339;10.04;-19.79890164;23.71633606
-74.361;10.04;-20.83354659;15.55199954
-73.329;10.04;-22.84314969;-7.285266207
-72.329;10.04;-21.26494252;-37.98392969
-71.329;10.04;-20.02617883;-53.16415476
-70.395;10.04;-19.43293002;-57.52226271
-69.308;10.04;-20.68288415;-67.56624103
-68.33;10.04;-22.52235702;-86.77866386
-67.352;10.04;-22.52768056;-114.0514543
-66.286;10.04;-18.8749175;-146.8842115
-65.281;10.04;-17.26952783;-156.7262882
-64.298;10.04;-16.18395122;-157.3386042
-63.298;10.04;-15.47722152;-162.7277298
-62.243;10.04;-14.85504725;-178.4850745
-61.31;10.04;-14.95425208;174.712139
-60.293;10.04;-13.64031726;159.1056478
-59.283;10.04;-11.88523452;145.3927578
-58.321;10.04;-10.99143435;138.9582816
-57.289;10.04;-9.442270849;131.1528334
-56.338;10.04;-8.575113146;122.7900574
-55.35;10.04;-7.633324188;115.9033772
-54.311;10.04;-6.793700406;108.9366891
-53.306;10.04;-6.324143556;99.11684678
-52.383;10.04;-5.414284598;94.76745951
-51.345;10.04;-4.42079238;87.9467844
-50.362;10.04;-3.237708989;78.62083088
-49.269;10.04;-2.362176636;71.54792251
-48.362;10.04;-1.7162215;69.01763438
-47.373;10.04;-1.109730501;61.68986383
-46.379;10.04;-0.330993217;57.89653009
-45.275;10.04;0.440442335;49.60346781
-44.363;10.04;1.00448864;46.41210275
-43.314;10.04;1.835526444;39.29683043
-42.347;10.04;2.572450911;37.70710316
-41.342;10.04;3.108316765;33.34494482
-40.276;10.04;3.686948472;29.60404522
-39.298;10.04;4.11117000566289;26.3901503890876
-38.249;10.04;4.48467258534115;20.9591358784364
-37.315;10.04;4.68501439363495;17.6303413223228
-36.387;10.04;4.95372924049123;16.7177316534096
-35.332;10.04;5.29554868053465;9.7553456845146
-34.371;10.04;5.6036238152746;4.82509805898446
-33.36;10.04;5.95512050128529;1.72723145333737
-32.3;10.04;6.26951741140612;-3.61253238069074
-31.317;10.04;6.63684972423528;-5.97426279333586
-30.29;10.04;7.01731862224045;-10.5424619533533
-29.29;10.04;7.4326419577983;-14.2518352218267
-28.279;10.04;7.7915068755557;-18.2106334280541
-27.3559999999999;10.04;8.13410580740795;-20.1642737048401
-26.384;10.04;8.4473147155316;-23.050944810255
-25.307;10.04;8.73869527067145;-25.5076694814025
-24.3789999999999;10.04;8.98558554063027;-26.3779094283179
-23.357;10.04;9.25256068950999;-30.3294802433046
-22.385;10.04;9.46140585610129;-30.8509838648648
-21.341;10.04;9.6923702824394;-34.5774679318785
-20.358;10.04;9.88641670241332;-35.8204092220993
-19.309;10.04;10.1255142585293;-37.572359662414
-18.3529999999999;10.04;10.3097449067635;-39.4265001951214
-17.342;10.04;10.5041133416759;-40.2310182277223
-16.3149999999999;10.04;10.6991938674741;-41.957344219618
-15.359;10.04;10.8740027952997;-43.6417903986079
-14.371;10.04;11.0322227872434;-44.495744447214
-13.2939999999999;10.04;11.2030993958663;-45.6287683231263
-12.371;10.04;11.337615589778;-46.8263537360524
-11.327;10.04;11.496056128117;-47.0771244099415
-10.3709999999999;10.04;11.5969589815622;-47.634331118933
-9.278;10.04;11.7120687117824;-48.5318559675353
-8.279;10.04;11.7926296958501;-48.5365095474957
-7.334;10.04;11.8736197762079;-48.6497015301517
-6.263;10.04;11.9393906344686;-49.127617223755
-5.29;10.04;11.9812173094258;-49.0214721837811
-4.291;10.04;12.0311767235674;-48.8910288372904
-3.302;10.04;12.0429930734026;-48.6154761453703
-2.297;10.04;12.0376521701952;-48.2552821544406
-1.341;10.04;12.0283610105915;-47.5094461600508
-0.281;10.04;12.0143511811574;-47.2983197246232
0.686;10.04;11.9397736297751;-45.9964046825214
1.626;10.04;11.9203545204169;-45.5555946771037
2.647;10.04;11.8295690141787;-44.1409242448468
3.741;10.04;11.7060744681791;-43.0843583321132
4.691;10.04;11.6345244721327;-41.1733340920903
5.691;10.04;11.4981281397623;-40.4561650661487
6.613;10.04;11.3697330783725;-37.8543484391516
7.635;10.04;11.1754125227316;-36.4022638165319
8.701;10.04;11.0817163309394;-33.7859246971389
9.712;10.04;10.8421817640632;-31.5771165212788
10.689;10.04;10.7278549523302;-28.6988713693756
11.6179999999999;10.04;10.5468704975749;-27.303312319756
12.683;10.04;10.3640908285865;-22.9018328267644
13.65;10.04;10.1686318585059;-21.2735632528203
14.661;10.04;9.99418731771882;-17.068686729633
15.716;10.04;9.78159767921743;-15.8750066851605
16.71;10.04;9.53359189846466;-11.9091753837033
17.627;10.04;9.25064965206995;-9.95665467490687
18.737;10.04;8.88494479322884;-6.43572728844068
19.649;10.04;8.57846200222332;-2.37741579516376
20.654;10.04;8.19262600074107;0.350347650626866
21.637;10.04;7.82622135897879;4.53669694664165
22.686;10.04;7.3638495978498;9.25030041550075
23.653;10.04;6.97900782599599;12.6982431526752
24.631;10.04;6.66531761909071;16.6013317123886
25.708;10.04;6.29071495331376;20.7810532282431
26.686;10.04;5.89206319050527;24.2550729358572
27.729;10.04;5.45654517403823;29.9614141868971
28.68;10.04;5.01115036110499;32.5590433480313
29.646;10.04;4.51024881919976;33.8890989181996
30.652;10.04;3.80649824741301;39.4703277552855
31.717;10.04;2.8753589525134;45.4415771312259
32.635;10.04;2.2875754125517;47.8592690675701
33.618;10.04;1.46876696369381;53.3346132998809
34.678;10.04;0.72560098534938;60.1055171278507
35.6999999999999;10.04;0.145887167286446;65.3292106362575
36.672;10.04;-0.413778394164751;71.7496261338855
37.661;10.04;-1.25946368214781;76.1019751908788
38.6879999999999;10.04;-2.14636367933211;81.5827809828023
39.666;10.04;-2.85809178795107;86.8309341701059
40.677;10.04;-3.688805734;89.21221507
41.638;10.04;-4.389587149;94.28531304
42.627;10.04;-5.274758796;100.578885
43.654;10.04;-6.126374577;103.8345329
44.632;10.04;-6.594153617;107.1344277
45.681;10.04;-7.295166501;105.6808066
46.697;10.04;-8.543166014;101.7967203
47.642;10.04;-9.949522727;92.25538912
48.713;10.04;-11.80922645;86.22830828
49.68;10.04;-13.61638215;76.24391288
50.674;10.04;-15.2851063;71.20228039
51.641;10.04;-16.3677092;79.36423015
52.674;10.04;-16.05309201;88.22862886
53.706;10.04;-14.82063863;94.09569689
54.695;10.04;-13.51043487;97.79149938
55.684;10.04;-13.04504512;91.06960783
56.717;10.04;-13.08286009;89.64091921
57.656;10.04;-13.17852736;86.14115877
58.678;10.04;-13.872385;92.7074368
59.688;10.04;-13.52370477;93.24930218
60.633;10.04;-13.19905281;109.0851156
61.688;10.04;-11.75660606;110.2383895
62.649;10.04;-10.76332309;116.7492275
63.66;10.04;-10.25276947;117.5148223
64.605;10.04;-10.38270946;125.0847342
65.698;10.04;-10.70763763;126.9378666
66.659;10.04;-10.98896517;136.9385664
67.626;10.04;-10.96157151;149.0353935
68.659;10.04;-10.55634988;157.0750931
69.659;10.04;-10.20017654;166.1260539
70.669;10.04;-10.06289975;166.9597123
71.669;10.04;-10.23676345;175.1545602
72.691;10.04;-10.60893162;178.2884368
73.641;10.04;-10.67686061;-172.7603165
74.69;10.04;-10.46390104;-164.4411148
75.696;10.04;-10.18286887;-159.0539729
76.635;10.04;-9.915160417;-155.0853133
77.717;10.04;-9.785738898;-145.6125412
78.711;10.04;-9.955147653;-141.6734357
79.7;10.04;-10.26435348;-133.0069369
80.716;10.04;-10.53202989;-125.2885373
81.656;10.04;-10.66894063;-118.1586615
82.644;10.04;-10.69211652;-112.2196566
83.716;10.04;-10.80082794;-106.5985415
84.682;10.04;-10.93916309;-101.2098159
85.644;10.04;-11.27862897;-93.642019
86.698;10.04;-11.57371537;-87.19470292
87.693;10.04;-11.70188778;-79.73327313
88.681;10.04;-11.81755781;-72.19524049
89.703;10.04;-12.17486465;-62.90142498
90.692;10.04;-12.56096319;-54.18017153
91.697;10.04;-13.25489227;-47.8455756
92.631;10.04;-13.78169858;-41.11753731
93.62;10.04;-14.33861303;-37.47369756
94.641;10.04;-14.52118299;-30.97023262
95.702;10.04;-14.78196557;-28.87783023
96.723;10.04;-14.7102878;-21.30872662
97.663;10.04;-14.67377789;-19.30900289
98.64;10.04;-14.95351423;-13.09521017
99.64;10.04;-15.07409897;-8.849720177
100.706;10.04;-15.47968112;0.605542754
101.662;10.04;-15.70231657;8.286528337
102.661;10.04;-15.90021323;14.46413964
103.716;10.04;-16.30221429;22.81776112
104.732;10.04;-16.9406344;27.73120874
105.65;10.04;-17.70251705;32.58425868
106.639;10.04;-18.46289719;38.43684506
107.616;10.04;-19.16211797;39.96648047
108.638;10.04;-19.51359016;44.01345694
109.627;10.04;-19.31861111;53.80828911
110.632;10.04;-19.25960958;56.7120076
111.643;10.04;-18.4796676;61.01694561
112.681;10.04;-17.92798085;63.90046898
113.708;10.04;-17.9568085;66.66645697
114.691;10.04;-17.76242201;69.61267669
115.702;10.04;-17.80681748;74.89970657
116.636;10.04;-17.64082487;80.26103976
117.63;10.04;-17.35670486;86.61422588
118.614;10.04;-16.83087512;89.50314059
119.712;10.04;-16.65990152;97.39781686
120.728;10.04;-16.85845952;100.1886178
121.712;10.04;-17.49386547;101.3512568
122.607;10.04;-18.4864218;97.65427077
123.667;10.04;-19.89392881;96.42829401
124.618;10.04;-21.37583525;94.00420724
125.722;10.04;-23.11085425;99.55890211
126.645;10.04;-24.0044045;109.897405
127.699;10.04;-24.1334447;123.7958365
128.683;10.04;-24.32654365;127.9604732
129.671;10.04;-23.08009062;120.7017354
130.704;10.04;-21.74863767;115.2108901
131.731;10.04;-21.52288915;108.6515176
132.72;10.04;-21.80784005;99.92339045
133.654;10.04;-22.19600851;94.46426567
134.626;10.04;-22.38231336;80.93235981
135.675;10.04;-22.65307024;75.95700412
136.609;10.04;-22.79364074;74.08410295
137.675;10.04;-23.40123881;80.15133149
138.658;10.04;-23.75824676;88.00020147
139.685;10.04;-23.25315443;98.83989153
140.68;10.04;-23.08728015;106.3098709
141.679;10.04;-22.7497884;106.2075756
142.663;10.04;-22.41608068;101.0558626
143.679;10.04;-22.09488858;93.74399032
144.723;10.04;-21.94534223;89.83387704
145.706;10.04;-22.12921615;85.79681423
146.645;10.04;-22.45565295;82.81308549
147.727;10.04;-23.10401345;79.40480422
148.628;10.04;-23.51021766;78.24676517
149.683;10.04;-23.35064522;75.45907171
150.71;10.04;-22.66510577;76.11990602
151.682;10.04;-22.06481933;73.82216137
152.666;10.04;-21.99294616;72.94996228
153.72;10.04;-22.14766803;74.39047476
154.72;10.04;-22.3729637;76.59442797
155.725;10.04;-22.68478271;77.76460599
156.615;10.04;-22.7398838;78.72176112
157.621;10.04;-22.48953461;81.31948216
158.659;10.04;-22.65161293;78.7500996
159.686;10.04;-23.34158858;72.32415693
160.664;10.04;-24.36998497;65.63410022
161.707;10.04;-26.04247347;55.14390479
162.663;10.04;-27.20037201;48.00709311
163.685;10.04;-29.76393821;33.91876291
164.712;10.04;-31.43676616;23.04139797
165.63;10.04;-31.95549385;4.435733788
166.662;10.04;-30.32290256;-10.78706866
167.646;10.04;-29.77007926;-20.28632829
168.667;10.04;-31.23992048;-42.58262949
169.629;10.04;-32.87208326;-78.93465777
170.694;10.04;-34.27319903;-122.4854851
171.716;10.04;-34.37665748;-165.7648118
172.672;10.04;-34.84749388;174.0738518
173.611;10.04;-35.87428052;154.8366483
174.71;10.04;-41.72452033;148.5678844
175.726;10.04;-56.98709454;-69.77632429
176.671;10.04;-41.75019727;-41.69679572
177.654;10.04;-39.13312198;-55.4567026
178.593;10.04;-38.90100636;-55.0269062
-178.649;15.05;-41.17996863;32.23108579
-177.649;15.05;-37.06359151;56.60746566
-176.65;15.05;-34.32822147;69.70622611
-175.694;15.05;-34.68345145;74.16850225
-174.727;15.05;-34.73520674;101.2761772
-173.678;15.05;-34.41719981;121.4935618
-172.667;15.05;-33.68178179;144.4069462
-171.629;15.05;-33.32184302;158.0512506
-170.706;15.05;-32.39387429;169.3717893
-169.712;15.05;-31.41878325;177.9033961
-168.641;15.05;-31.48063864;-173.1235969
-167.674;15.05;-31.32976126;-163.2468706
-166.641;15.05;-30.53767406;-161.642272
-165.636;15.05;-30.37617688;-167.5320254
-164.609;15.05;-29.99329272;-164.955615
-163.702;15.05;-29.47660603;-161.7808581
-162.697;15.05;-27.89908289;-159.0769878
-161.631;15.05;-26.7762121;-155.6338183
-160.675;15.05;-26.14764957;-156.1184169
-159.643;15.05;-25.93816359;-142.7278999
-158.621;15.05;-24.1790198;-127.3744047
-157.66;15.05;-22.88475424;-116.5056073
-156.621;15.05;-21.22233281;-106.8551602
-155.671;15.05;-20.42666057;-102.2327413
-154.699;15.05;-20.0128824;-97.15960746
-153.65;15.05;-20.30397441;-96.59957813
-152.727;15.05;-20.79376908;-94.9583976
-151.716;15.05;-21.64161262;-95.14205602
-150.645;15.05;-22.16531596;-92.80595349
-149.651;15.05;-22.32580359;-90.77997014
-148.689;15.05;-22.72368598;-90.32681484
-147.668;15.05;-23.6507937;-90.36376857
-146.629;15.05;-24.68538494;-90.89191667
-145.663;15.05;-25.42232038;-83.08209428
-144.641;15.05;-25.68473842;-78.40796197
-143.713;15.05;-26.08594111;-76.47364321
-142.724;15.05;-26.83201435;-74.31704704
-141.702;15.05;-27.27366656;-73.99701598
